1.0KQBK-ND,3
100KQBK-ND,2
10KQBK-ND,6
1189-1233-ND,1
12QBK-ND,1
150QBK-ND,1
2.2KQBK-ND,3
22KQBK-ND,1
4.7KQBK-ND,1
470KQBK-ND,1
470QBK-ND,1
47KQBK-ND,2
497-4258-1-ND,1
560KQBK-ND,1
A100204-ND,1
A100210-ND,1
ATMEGA328P-PU-ND,1
BAT42CT-ND,5
BC1001CT-ND,1
BC1005CT-ND,2
BC1019CT-ND,1
BC1076CT-ND,1
BC1080CT-ND,1
BC1081CT-ND,1
BC1084CT-ND,6
BC548BZL1GOSCT-ND,5
CTX904-ND,1
LM386N-1/NOPB-ND,1
LM7805CT-ND,1
USR1E100MDD-ND,3
ZVN4306AV-ND,2
